Index,Line_breaks,Indents,Bolded,Italicized,Underlined,"DR/CR, Entered Accounts",Calculated_Accounts,Inherited_Accounts,账本名称,Account_name,Formula,_{t1},_{t0},Commentary
SCNAV_ΔNAXR,1,1,0,1,0,0,1,1,现金及现金等价物的逐月汇兑损益,Effect of month-to-month exchange rate changes on Net Assets ,SCNAV_ΔNAXR_CAD2HKD_{t1} + SCNAV_ΔNAXR_CNY2HKD_{t1} + SCNAV_ΔNAXR_USD2HKD_{t1},,,Change in XR multiplied by entire NA of last period (quick and dirty method)
SCNAV_ΔNAXR_CAD2HKD,0,2,0,0,0,1,0,0,?CAD2HKD,?CAD2HKD,(XR_{t1} - XR_{t0}) * (SFP_A_CCE_CAD_{t0} + SFP_A_AR_CAD_{t0} + SFP_A_FA_FI_CAD_{t0} + SFP_A_FA_E_CAD_{t0} + SFP_A_FA_D_CAD_{t0} + SFP_A_FA_O_CAD_{t0} - SFP_L_DTB_CAD_{t0} - SFP_L_AP_CAD_{t0} - SFP_L_FL_CAD_{t0}),,,Change in XR multiplied by all A-L accounts denoted in this currency (more granular but convoluted)
SCNAV_ΔNAXR_CNY2HKD,0,2,0,0,0,1,0,0,?CNY2HKD,?CNY2HKD,(XR_{t1} - XR_{t0}) * (SFP_A_CCE_CNY_{t0} + SFP_A_AR_CNY_{t0} + SFP_A_FA_FI_CNY_{t0} + SFP_A_FA_E_CNY_{t0} + SFP_A_FA_D_CNY_{t0} + SFP_A_FA_O_CNY_{t0} - SFP_L_DTB_CNY_{t0} - SFP_L_AP_CNY_{t0} - SFP_L_FL_CNY_{t0}),,,Change in XR multiplied by all A-L accounts denoted in this currency (more granular but convoluted)
SCNAV_ΔNAXR_USD2HKD,0,2,0,0,0,1,0,0,?USD2HKD,?USD2HKD,(XR_{t1} - XR_{t0}) * (SFP_A_CCE_USD_{t0} + SFP_A_AR_USD_{t0} + SFP_A_FA_FI_USD_{t0} + SFP_A_FA_E_USD_{t0} + SFP_A_FA_D_USD_{t0} + SFP_A_FA_O_USD_{t0} - SFP_L_DTB_USD_{t0} - SFP_L_AP_USD_{t0} - SFP_L_FL_USD_{t0}),,,Change in XR multiplied by all A-L accounts denoted in this currency (more granular but convoluted)
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SCNAV_NAEP,2,0,1,0,0,0,1,0,报告期末属于拥有赎回权的所有者的净资产,Net Assets attributable to redeemable participating shareholders at the end of period,SCNAV_NABP_{t0} + SCNAV_ΔNAFO_{t1} + SCNAV_ΔNAXR_{t1} + SCNAV_SUB_{t1} - SCNAV_RED_{t1},,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SCNAV_SO,2,0,1,0,0,0,1,1,已发行股份,Shares outstanding,SCNAV_SO_{t0} + SCNAV_SUB_S_{t1} - SCNAV_RED_S_{t1},,,
,,,,,,,,,,,,,,
SCNAV_NAPS,1,0,1,0,0,0,1,0,每股净资产,Net assets per share,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
XR_CAD2HKD_{t0},4,-1,0,0,0,1,0,1,,,,,,
XR_CNY2HKD_{t0},0,-1,0,0,0,1,0,1,,,,,,
XR_USD2HKD_{t0},0,-1,0,0,0,1,0,1,,,,,,
,,,,,,,,,,,,,,
XR_CAD2HKD_{t1},1,-1,0,0,0,1,0,0,,,,,,
XR_CNY2HKD_{t1},0,-1,0,0,0,1,0,0,,,,,,
XR_USD2HKD_{t1},0,-1,0,0,0,1,0,0,,,,,,
